1_0h,,2_0h,,3_0h,,1_12h,,2_12h,,3_12h,,1_24h,,2_24h,,3_24h,,1_36h,,2_36h,,3_36h,,1_48h,,2_48h,,3_48h,
15.195,0.00768215364574233,16.912,0.00855021931272091,18.286,0.00924487407476435,16.225,0.0082028919316992,19.058,0.00963517500365629,18.114,0.00915791583672107,23.351,0.0118055919566785,28.588,0.0144532680766359,27.472,0.0138890506716573,18.973,0.00959220145578606,20.604,0.010416788003743,19.574,0.00989604971778614,23.179,0.0117186337186352,22.321,0.0112848536707216,19.402,0.00980909147974286
15.195,0.00768215364574233,16.912,0.00855021931272091,18.286,0.00924487407476435,16.225,0.0082028919316992,19.058,0.00963517500365629,18.114,0.00915791583672107,23.351,0.0118055919566785,28.759,0.0145397207435277,27.472,0.0138890506716573,19.058,0.00963517500365629,20.69,0.0104602671227646,19.574,0.00989604971778614,23.179,0.0117186337186352,22.407,0.0113283327897432,19.488,0.0098525705987645
15.195,0.00768215364574233,16.912,0.00855021931272091,18.286,0.00924487407476435,16.225,0.0082028919316992,19.058,0.00963517500365629,18.114,0.00915791583672107,23.437,0.0118490710757001,28.845,0.0145831998625494,27.558,0.013932529790679,19.144,0.00967865412267793,20.775,0.0105032406706349,19.574,0.00989604971778614,23.265,0.0117621128376568,22.407,0.0113283327897432,19.488,0.0098525705987645
15.195,0.00768215364574233,16.912,0.00855021931272091,18.286,0.00924487407476435,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.437,0.0118490710757001,28.845,0.0145831998625494,27.558,0.013932529790679,19.144,0.00967865412267793,20.775,0.0105032406706349,19.574,0.00989604971778614,23.265,0.0117621128376568,22.492,0.0113713063376135,19.574,0.00989604971778614
15.195,0.00768215364574233,16.912,0.00855021931272091,18.286,0.00924487407476435,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.437,0.0118490710757001,28.931,0.014626678981571,27.558,0.013932529790679,19.23,0.00972213324169957,20.861,0.0105467197896565,19.659,0.00993902326565637,23.351,0.0118055919566785,22.492,0.0113713063376135,19.574,0.00989604971778614
15.281,0.00772563276476397,16.998,0.00859369843174256,18.286,0.00924487407476435,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.437,0.0118490710757001,29.017,0.0146701581005926,27.558,0.013932529790679,19.23,0.00972213324169957,20.947,0.0105901989086782,19.659,0.00993902326565637,23.351,0.0118055919566785,22.492,0.0113713063376135,19.574,0.00989604971778614
15.281,0.00772563276476397,16.998,0.00859369843174256,18.286,0.00924487407476435,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.437,0.0118490710757001,29.103,0.0147136372196143,27.729,0.0140189824575709,19.316,0.00976561236072122,20.947,0.0105901989086782,19.745,0.00998250238467801,23.351,0.0118055919566785,22.578,0.0114147854566351,19.574,0.00989604971778614
15.281,0.00772563276476397,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.523,0.0118925501947217,29.275,0.0148005954576576,27.815,0.0140624615765925,19.316,0.00976561236072122,21.033,0.0106336780276998,19.745,0.00998250238467801,23.437,0.0118490710757001,22.578,0.0114147854566351,19.659,0.00993902326565637
15.281,0.00772563276476397,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.523,0.0118925501947217,29.275,0.0148005954576576,27.815,0.0140624615765925,19.316,0.00976561236072122,21.033,0.0106336780276998,19.831,0.0100259815036996,23.523,0.0118925501947217,22.578,0.0114147854566351,19.659,0.00993902326565637
15.281,0.00772563276476397,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.144,0.00967865412267793,18.114,0.00915791583672107,23.523,0.0118925501947217,29.36,0.0148435690055278,28.073,0.0141928989336574,19.316,0.00976561236072122,21.033,0.0106336780276998,19.831,0.0100259815036996,23.523,0.0118925501947217,22.664,0.0114582645756567,19.745,0.00998250238467801
15.281,0.00772563276476397,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.23,0.00972213324169957,18.114,0.00915791583672107,23.608,0.011935523742592,29.36,0.0148435690055278,28.073,0.0141928989336574,19.402,0.00980909147974286,21.033,0.0106336780276998,19.831,0.0100259815036996,23.523,0.0118925501947217,22.664,0.0114582645756567,19.745,0.00998250238467801
15.281,0.00772563276476397,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.23,0.00972213324169957,18.114,0.00915791583672107,23.608,0.011935523742592,29.532,0.0149305272435711,28.158,0.0142358724815276,19.402,0.00980909147974286,21.033,0.0106336780276998,19.917,0.0100694606227213,23.608,0.011935523742592,22.75,0.0115017436946784,19.745,0.00998250238467801
15.367,0.00776911188378561,16.998,0.00859369843174256,18.372,0.00928835319378599,16.311,0.00824637105072084,19.23,0.00972213324169957,18.2,0.00920139495574271,23.608,0.011935523742592,29.532,0.0149305272435711,28.158,0.0142358724815276,19.402,0.00980909147974286,21.119,0.0106771571467214,19.917,0.0100694606227213,23.694,0.0119790028616136,22.836,0.0115452228137,19.745,0.00998250238467801
15.367,0.00776911188378561,17.084,0.0086371775507642,18.372,0.00928835319378599,16.311,0.00824637105072084,19.23,0.00972213324169957,18.2,0.00920139495574271,23.608,0.011935523742592,29.79,0.015060964600636,28.33,0.0143228307195709,19.402,0.00980909147974286,21.119,0.0106771571467214,19.917,0.0100694606227213,23.694,0.0119790028616136,22.922,0.0115887019327217,19.831,0.0100259815036996
15.367,0.00776911188378561,17.084,0.0086371775507642,18.372,0.00928835319378599,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,29.875,0.0151039381485062,28.33,0.0143228307195709,19.488,0.0098525705987645,21.291,0.0107641153847647,20.003,0.0101129397417429,23.694,0.0119790028616136,22.922,0.0115887019327217,19.831,0.0100259815036996
15.367,0.00776911188378561,17.084,0.0086371775507642,18.372,0.00928835319378599,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,29.875,0.0151039381485062,28.33,0.0143228307195709,19.488,0.0098525705987645,21.291,0.0107641153847647,20.003,0.0101129397417429,23.694,0.0119790028616136,22.922,0.0115887019327217,19.831,0.0100259815036996
15.367,0.00776911188378561,17.084,0.0086371775507642,18.458,0.00933183231280763,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,29.875,0.0151039381485062,28.416,0.0143663098385926,19.488,0.0098525705987645,21.291,0.0107641153847647,20.003,0.0101129397417429,23.78,0.0120224819806353,22.922,0.0115887019327217,19.917,0.0100694606227213
15.367,0.00776911188378561,17.17,0.00868065666978584,18.458,0.00933183231280763,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,30.047,0.0151908963865495,28.502,0.0144097889576142,19.488,0.0098525705987645,21.376,0.010807088932635,20.089,0.0101564188607646,23.78,0.0120224819806353,23.008,0.0116321810517433,19.917,0.0100694606227213
15.367,0.00776911188378561,17.17,0.00868065666978584,18.458,0.00933183231280763,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,30.047,0.0151908963865495,28.502,0.0144097889576142,19.488,0.0098525705987645,21.462,0.0108505680516566,20.089,0.0101564188607646,23.866,0.0120659610996569,23.093,0.0116751545996135,20.003,0.0101129397417429
15.453,0.00781259100280726,17.17,0.00868065666978584,18.458,0.00933183231280763,16.397,0.00828985016974248,19.23,0.00972213324169957,18.2,0.00920139495574271,23.866,0.0120659610996569,30.047,0.0151908963865495,28.674,0.0144967471956575,19.488,0.0098525705987645,21.462,0.0108505680516566,20.26,0.0102428715276564,23.952,0.0121094402186785,23.179,0.0117186337186352,20.003,0.0101129397417429
15.453,0.00781259100280726,17.17,0.00868065666978584,18.458,0.00933183231280763,16.397,0.00828985016974248,19.316,0.00976561236072122,18.2,0.00920139495574271,23.952,0.0121094402186785,30.047,0.0151908963865495,28.759,0.0145397207435277,19.574,0.00989604971778614,21.462,0.0108505680516566,20.26,0.0102428715276564,23.952,0.0121094402186785,23.265,0.0117621128376568,20.003,0.0101129397417429
15.453,0.00781259100280726,17.17,0.00868065666978584,18.458,0.00933183231280763,16.397,0.00828985016974248,19.316,0.00976561236072122,18.2,0.00920139495574271,23.952,0.0121094402186785,30.133,0.0152343755055712,28.759,0.0145397207435277,19.574,0.00989604971778614,21.462,0.0108505680516566,20.26,0.0102428715276564,23.952,0.0121094402186785,23.265,0.0117621128376568,20.089,0.0101564188607646
15.453,0.00781259100280726,17.17,0.00868065666978584,18.543,0.00937480586067786,16.483,0.00833332928876412,19.316,0.00976561236072122,18.2,0.00920139495574271,23.952,0.0121094402186785,30.305,0.0153213337436144,28.759,0.0145397207435277,19.574,0.00989604971778614,21.548,0.0108940471706782,20.346,0.0102863506466781,23.952,0.0121094402186785,23.351,0.0118055919566785,20.175,0.0101998979797862
15.453,0.00781259100280726,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.316,0.00976561236072122,18.286,0.00924487407476435,24.038,0.0121529193377002,30.476,0.0154077864105063,28.845,0.0145831998625494,19.574,0.00989604971778614,21.634,0.0109375262896999,20.432,0.0103298297656997,23.952,0.0121094402186785,23.437,0.0118490710757001,20.175,0.0101998979797862
15.453,0.00781259100280726,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.316,0.00976561236072122,18.286,0.00924487407476435,24.124,0.0121963984567218,30.476,0.0154077864105063,28.845,0.0145831998625494,19.574,0.00989604971778614,21.634,0.0109375262896999,20.518,0.0103733088847214,23.952,0.0121094402186785,23.437,0.0118490710757001,20.175,0.0101998979797862
15.453,0.00781259100280726,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.316,0.00976561236072122,18.286,0.00924487407476435,24.124,0.0121963984567218,30.476,0.0154077864105063,28.845,0.0145831998625494,19.574,0.00989604971778614,21.634,0.0109375262896999,20.604,0.010416788003743,23.952,0.0121094402186785,23.437,0.0118490710757001,20.175,0.0101998979797862
15.453,0.00781259100280726,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.286,0.00924487407476435,24.124,0.0121963984567218,30.562,0.0154512655295279,28.931,0.014626678981571,19.659,0.00993902326565637,21.634,0.0109375262896999,20.604,0.010416788003743,23.952,0.0121094402186785,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.286,0.00924487407476435,24.124,0.0121963984567218,30.82,0.0155817028865929,29.017,0.0146701581005926,19.659,0.00993902326565637,21.634,0.0109375262896999,20.69,0.0104602671227646,24.038,0.0121529193377002,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.286,0.00924487407476435,24.209,0.012239372004592,30.906,0.0156251820056145,29.103,0.0147136372196143,19.659,0.00993902326565637,21.634,0.0109375262896999,20.69,0.0104602671227646,24.038,0.0121529193377002,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.256,0.00872413578880748,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.286,0.00924487407476435,24.209,0.012239372004592,30.991,0.0156681555534847,29.103,0.0147136372196143,19.659,0.00993902326565637,21.634,0.0109375262896999,20.69,0.0104602671227646,24.124,0.0121963984567218,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.341,0.00876710933667771,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.372,0.00928835319378599,24.295,0.0122828511236137,31.077,0.0157116346725064,29.189,0.0147571163386359,19.745,0.00998250238467801,21.72,0.0109810054087215,20.69,0.0104602671227646,24.124,0.0121963984567218,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.341,0.00876710933667771,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.372,0.00928835319378599,24.295,0.0122828511236137,31.077,0.0157116346725064,29.36,0.0148435690055278,19.745,0.00998250238467801,21.806,0.0110244845277432,20.775,0.0105032406706349,24.124,0.0121963984567218,23.523,0.0118925501947217,20.175,0.0101998979797862
15.539,0.0078560701218289,17.341,0.00876710933667771,18.543,0.00937480586067786,16.483,0.00833332928876412,19.402,0.00980909147974286,18.372,0.00928835319378599,24.381,0.0123263302426353,31.077,0.0157116346725064,29.36,0.0148435690055278,19.745,0.00998250238467801,21.891,0.0110674580756134,20.775,0.0105032406706349,24.209,0.012239372004592,23.608,0.011935523742592,20.26,0.0102428715276564
15.539,0.0078560701218289,17.341,0.00876710933667771,18.543,0.00937480586067786,16.483,0.00833332928876412,19.488,0.0098525705987645,18.372,0.00928835319378599,24.381,0.0123263302426353,31.163,0.015755113791528,29.446,0.0148870481245494,19.831,0.0100259815036996,22.063,0.0111544163136567,20.775,0.0105032406706349,24.209,0.012239372004592,23.78,0.0120224819806353,20.26,0.0102428715276564
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.483,0.00833332928876412,19.488,0.0098525705987645,18.372,0.00928835319378599,24.467,0.012369809361657,31.249,0.0157985929105497,29.532,0.0149305272435711,19.831,0.0100259815036996,22.149,0.0111978954326783,20.775,0.0105032406706349,24.295,0.0122828511236137,23.78,0.0120224819806353,20.26,0.0102428715276564
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.483,0.00833332928876412,19.488,0.0098525705987645,18.372,0.00928835319378599,24.553,0.0124132884806786,31.249,0.0157985929105497,29.532,0.0149305272435711,19.917,0.0100694606227213,22.149,0.0111978954326783,20.861,0.0105467197896565,24.295,0.0122828511236137,23.78,0.0120224819806353,20.26,0.0102428715276564
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.372,0.00928835319378599,24.553,0.0124132884806786,31.249,0.0157985929105497,29.704,0.0150174854816144,19.917,0.0100694606227213,22.149,0.0111978954326783,20.861,0.0105467197896565,24.381,0.0123263302426353,23.78,0.0120224819806353,20.26,0.0102428715276564
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.372,0.00928835319378599,24.553,0.0124132884806786,31.249,0.0157985929105497,29.704,0.0150174854816144,20.003,0.0101129397417429,22.235,0.0112413745517,20.861,0.0105467197896565,24.467,0.012369809361657,23.866,0.0120659610996569,20.346,0.0102863506466781
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.372,0.00928835319378599,24.553,0.0124132884806786,31.335,0.0158420720295713,29.704,0.0150174854816144,20.089,0.0101564188607646,22.235,0.0112413745517,20.861,0.0105467197896565,24.553,0.0124132884806786,23.866,0.0120659610996569,20.346,0.0102863506466781
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.372,0.00928835319378599,24.639,0.0124567675997003,31.421,0.0158855511485929,29.704,0.0150174854816144,20.089,0.0101564188607646,22.235,0.0112413745517,20.861,0.0105467197896565,24.553,0.0124132884806786,23.952,0.0121094402186785,20.346,0.0102863506466781
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.372,0.00928835319378599,24.725,0.0125002467187219,31.421,0.0158855511485929,29.79,0.015060964600636,20.175,0.0101998979797862,22.235,0.0112413745517,20.861,0.0105467197896565,24.553,0.0124132884806786,23.952,0.0121094402186785,20.432,0.0103298297656997
15.625,0.00789954924085054,17.341,0.00876710933667771,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.458,0.00933183231280763,24.725,0.0125002467187219,31.507,0.0159290302676146,30.047,0.0151908963865495,20.26,0.0102428715276564,22.321,0.0112848536707216,20.947,0.0105901989086782,24.553,0.0124132884806786,23.952,0.0121094402186785,20.518,0.0103733088847214
15.625,0.00789954924085054,17.427,0.00881058845569935,18.629,0.0094182849796995,16.569,0.00837680840778576,19.488,0.0098525705987645,18.458,0.00933183231280763,24.725,0.0125002467187219,31.678,0.0160154829345065,30.047,0.0151908963865495,20.26,0.0102428715276564,22.321,0.0112848536707216,20.947,0.0105901989086782,24.553,0.0124132884806786,23.952,0.0121094402186785,20.518,0.0103733088847214
15.625,0.00789954924085054,17.427,0.00881058845569935,18.629,0.0094182849796995,16.569,0.00837680840778576,19.574,0.00989604971778614,18.458,0.00933183231280763,24.81,0.0125432202665921,31.764,0.0160589620535281,30.133,0.0152343755055712,20.346,0.0102863506466781,22.321,0.0112848536707216,20.947,0.0105901989086782,24.553,0.0124132884806786,24.124,0.0121963984567218,20.518,0.0103733088847214
15.625,0.00789954924085054,17.427,0.00881058845569935,18.629,0.0094182849796995,16.569,0.00837680840778576,19.574,0.00989604971778614,18.458,0.00933183231280763,24.81,0.0125432202665921,31.85,0.0161024411725497,30.219,0.0152778546245928,20.346,0.0102863506466781,22.407,0.0113283327897432,21.033,0.0106336780276998,24.725,0.0125002467187219,24.124,0.0121963984567218,20.518,0.0103733088847214
15.625,0.00789954924085054,17.427,0.00881058845569935,18.629,0.0094182849796995,16.569,0.00837680840778576,19.574,0.00989604971778614,18.458,0.00933183231280763,24.81,0.0125432202665921,31.85,0.0161024411725497,30.305,0.0153213337436144,20.346,0.0102863506466781,22.407,0.0113283327897432,21.033,0.0106336780276998,24.81,0.0125432202665921,24.124,0.0121963984567218,20.518,0.0103733088847214
15.71,0.00794252278872076,17.427,0.00881058845569935,18.629,0.0094182849796995,16.569,0.00837680840778576,19.574,0.00989604971778614,18.458,0.00933183231280763,24.81,0.0125432202665921,32.022,0.016189399410593,30.391,0.0153648128626361,20.432,0.0103298297656997,22.407,0.0113283327897432,21.119,0.0106771571467214,24.896,0.0125866993856138,24.124,0.0121963984567218,20.518,0.0103733088847214
15.71,0.00794252278872076,17.427,0.00881058845569935,18.715,0.00946176409872114,16.569,0.00837680840778576,19.574,0.00989604971778614,18.458,0.00933183231280763,24.81,0.0125432202665921,32.022,0.016189399410593,30.476,0.0154077864105063,20.518,0.0103733088847214,22.492,0.0113713063376135,21.119,0.0106771571467214,25.068,0.012673657623657,24.209,0.012239372004592,20.518,0.0103733088847214
15.71,0.00794252278872076,17.427,0.00881058845569935,18.715,0.00946176409872114,16.655,0.00842028752680741,19.574,0.00989604971778614,18.458,0.00933183231280763,24.896,0.0125866993856138,32.108,0.0162328785296147,30.476,0.0154077864105063,20.518,0.0103733088847214,22.492,0.0113713063376135,21.205,0.0107206362657431,25.068,0.012673657623657,24.209,0.012239372004592,20.518,0.0103733088847214
15.71,0.00794252278872076,17.427,0.00881058845569935,18.715,0.00946176409872114,16.655,0.00842028752680741,19.574,0.00989604971778614,18.543,0.00937480586067786,24.896,0.0125866993856138,32.279,0.0163193311965065,30.562,0.0154512655295279,20.518,0.0103733088847214,22.578,0.0114147854566351,21.205,0.0107206362657431,25.154,0.0127171367426787,24.209,0.012239372004592,20.518,0.0103733088847214
15.71,0.00794252278872076,17.427,0.00881058845569935,18.715,0.00946176409872114,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,24.982,0.0126301785046354,32.279,0.0163193311965065,30.734,0.0155382237675712,20.604,0.010416788003743,22.578,0.0114147854566351,21.205,0.0107206362657431,25.24,0.0127606158617003,24.209,0.012239372004592,20.604,0.010416788003743
15.71,0.00794252278872076,17.427,0.00881058845569935,18.715,0.00946176409872114,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,24.982,0.0126301785046354,32.279,0.0163193311965065,30.734,0.0155382237675712,20.604,0.010416788003743,22.578,0.0114147854566351,21.205,0.0107206362657431,25.24,0.0127606158617003,24.295,0.0122828511236137,20.604,0.010416788003743
15.71,0.00794252278872076,17.427,0.00881058845569935,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,25.068,0.012673657623657,32.365,0.0163628103155282,30.82,0.0155817028865929,20.604,0.010416788003743,22.578,0.0114147854566351,21.205,0.0107206362657431,25.325,0.0128035894095706,24.381,0.0123263302426353,20.604,0.010416788003743
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,25.068,0.012673657623657,32.708,0.0165362212204633,30.82,0.0155817028865929,20.69,0.0104602671227646,22.664,0.0114582645756567,21.291,0.0107641153847647,25.325,0.0128035894095706,24.381,0.0123263302426353,20.69,0.0104602671227646
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,25.154,0.0127171367426787,32.708,0.0165362212204633,30.82,0.0155817028865929,20.69,0.0104602671227646,22.664,0.0114582645756567,21.291,0.0107641153847647,25.325,0.0128035894095706,24.467,0.012369809361657,20.69,0.0104602671227646
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,25.154,0.0127171367426787,32.708,0.0165362212204633,30.991,0.0156681555534847,20.69,0.0104602671227646,22.75,0.0115017436946784,21.376,0.010807088932635,25.411,0.0128470685285922,24.467,0.012369809361657,20.775,0.0105032406706349
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.543,0.00937480586067786,25.154,0.0127171367426787,32.708,0.0165362212204633,31.163,0.015755113791528,20.69,0.0104602671227646,22.922,0.0115887019327217,21.376,0.010807088932635,25.497,0.0128905476476138,24.467,0.012369809361657,20.775,0.0105032406706349
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.629,0.0094182849796995,25.24,0.0127606158617003,32.708,0.0165362212204633,31.249,0.0157985929105497,20.775,0.0105032406706349,23.008,0.0116321810517433,21.376,0.010807088932635,25.497,0.0128905476476138,24.553,0.0124132884806786,20.775,0.0105032406706349
15.71,0.00794252278872076,17.513,0.00885406757472099,18.801,0.00950524321774278,16.655,0.00842028752680741,19.659,0.00993902326565637,18.629,0.0094182849796995,25.24,0.0127606158617003,32.794,0.016579700339485,31.335,0.0158420720295713,20.775,0.0105032406706349,23.008,0.0116321810517433,21.376,0.010807088932635,25.497,0.0128905476476138,24.553,0.0124132884806786,20.861,0.0105467197896565
15.71,0.00794252278872076,17.513,0.00885406757472099,18.887,0.00954872233676442,16.741,0.00846376664582905,19.659,0.00993902326565637,18.629,0.0094182849796995,25.325,0.0128035894095706,32.794,0.016579700339485,31.592,0.0159720038154848,20.775,0.0105032406706349,23.093,0.0116751545996135,21.462,0.0108505680516566,25.497,0.0128905476476138,24.639,0.0124567675997003,20.861,0.0105467197896565
15.71,0.00794252278872076,17.513,0.00885406757472099,18.887,0.00954872233676442,16.741,0.00846376664582905,19.659,0.00993902326565637,18.629,0.0094182849796995,25.325,0.0128035894095706,32.794,0.016579700339485,31.764,0.0160589620535281,20.775,0.0105032406706349,23.179,0.0117186337186352,21.462,0.0108505680516566,25.583,0.0129340267666355,24.639,0.0124567675997003,20.861,0.0105467197896565
15.796,0.00798600190774241,17.513,0.00885406757472099,18.887,0.00954872233676442,16.741,0.00846376664582905,19.659,0.00993902326565637,18.629,0.0094182849796995,25.497,0.0128905476476138,32.88,0.0166231794585066,31.936,0.0161459202915714,20.861,0.0105467197896565,23.179,0.0117186337186352,21.462,0.0108505680516566,25.669,0.0129775058856571,24.725,0.0125002467187219,20.947,0.0105901989086782
15.796,0.00798600190774241,17.599,0.00889754669374263,18.887,0.00954872233676442,16.741,0.00846376664582905,19.659,0.00993902326565637,18.629,0.0094182849796995,25.497,0.0128905476476138,32.88,0.0166231794585066,32.108,0.0162328785296147,20.861,0.0105467197896565,23.265,0.0117621128376568,21.462,0.0108505680516566,25.841,0.0130644641237004,24.81,0.0125432202665921,20.947,0.0105901989086782
15.796,0.00798600190774241,17.599,0.00889754669374263,18.887,0.00954872233676442,16.741,0.00846376664582905,19.659,0.00993902326565637,18.629,0.0094182849796995,25.497,0.0128905476476138,32.966,0.0166666585775282,32.108,0.0162328785296147,20.861,0.0105467197896565,23.265,0.0117621128376568,21.462,0.0108505680516566,25.841,0.0130644641237004,24.81,0.0125432202665921,20.947,0.0105901989086782
15.796,0.00798600190774241,17.599,0.00889754669374263,18.887,0.00954872233676442,16.741,0.00846376664582905,19.745,0.00998250238467801,18.629,0.0094182849796995,25.583,0.0129340267666355,32.966,0.0166666585775282,32.193,0.0162758520774849,20.861,0.0105467197896565,23.351,0.0118055919566785,21.462,0.0108505680516566,25.841,0.0130644641237004,24.81,0.0125432202665921,21.033,0.0106336780276998
15.796,0.00798600190774241,17.599,0.00889754669374263,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.629,0.0094182849796995,25.755,0.0130209850046788,33.052,0.0167101376965499,32.365,0.0163628103155282,20.861,0.0105467197896565,23.351,0.0118055919566785,21.462,0.0108505680516566,25.926,0.0131074376715706,24.81,0.0125432202665921,21.033,0.0106336780276998
15.882,0.00802948102676405,17.599,0.00889754669374263,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.715,0.00946176409872114,25.755,0.0130209850046788,33.052,0.0167101376965499,32.365,0.0163628103155282,21.033,0.0106336780276998,23.437,0.0118490710757001,21.462,0.0108505680516566,26.012,0.0131509167905923,24.81,0.0125432202665921,21.119,0.0106771571467214
15.882,0.00802948102676405,17.599,0.00889754669374263,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.715,0.00946176409872114,25.841,0.0130644641237004,33.052,0.0167101376965499,32.537,0.0164497685535715,21.033,0.0106336780276998,23.437,0.0118490710757001,21.548,0.0108940471706782,26.012,0.0131509167905923,24.896,0.0125866993856138,21.119,0.0106771571467214
15.882,0.00802948102676405,17.599,0.00889754669374263,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.715,0.00946176409872114,25.841,0.0130644641237004,33.138,0.0167536168155715,32.794,0.016579700339485,21.033,0.0106336780276998,23.608,0.011935523742592,21.548,0.0108940471706782,26.012,0.0131509167905923,24.896,0.0125866993856138,21.119,0.0106771571467214
15.882,0.00802948102676405,17.599,0.00889754669374263,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.715,0.00946176409872114,25.841,0.0130644641237004,33.224,0.0167970959345932,33.052,0.0167101376965499,21.119,0.0106771571467214,23.608,0.011935523742592,21.548,0.0108940471706782,26.098,0.0131943959096139,24.982,0.0126301785046354,21.119,0.0106771571467214
15.968,0.00807296014578569,17.685,0.00894102581276427,18.973,0.00959220145578606,16.826,0.00850674019369927,19.745,0.00998250238467801,18.715,0.00946176409872114,25.926,0.0131074376715706,33.224,0.0167970959345932,33.224,0.0167970959345932,21.119,0.0106771571467214,23.694,0.0119790028616136,21.634,0.0109375262896999,26.27,0.0132813541476572,24.982,0.0126301785046354,21.119,0.0106771571467214
